Stock,Model,R2,RMSE,MSE,MAE
FM,KNN,-2.0719,0.0031,1e-05,0.0024
FM,AdaBoost,-2.6954,0.0034,1.2e-05,0.0016
FM,CatBoost,-0.2262,0.002,4e-06,0.001
FM,XGBoost,-0.1657,0.0019,4e-06,0.0007
FM,RandomForest,-0.1574,0.0019,4e-06,0.0008
